alimento,categoria,cantidad_sugerida,unidad,peso_bruto_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hc_g,fibra_g,acido_folico_ug,calcio_mg,hierro_mg,sodio_mg,azucar_equiv_g,indice_glucemico,carga_glucemica,clave,colesterol_mg,vitamina_a_ug_re,selenio_ug,categoria_grasa,azucar_por_equivalente_g,categoria_leche,peso_bruto_redondeado_g,hidratos_carbono_g,acido_ascorbico_mg,hierro_no_hem_mg,potasio_mg,fosforo_mg,indice_glicemico,carga_glicemica,etanol_g,subcategoria,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,grupo,generico,cantidad,verdura,fruta,cereal_sin_grasa,cereal_con_grasa,leguminosa,muy_bajo_aporte_grasa,bajo_aporte_grasa,moderado_aporte_grasa,alto_aporte_grasa,leche_descremada,leche_semidescremada,leche_entera,leche_con_azucar,grasa_sin_proteina,grasa_con_proteina,azucar,azucar_con_grasa,etanol,alimentos_libres_energia,kcal,proteina,lipidos,hidratos_carbono,restaurante,producto,kcal_por_equivalentes,aoambag,aoabag,aoamag,azucar_sin_grasa,verduras,frutas,leguminosas,libre
Queso Monterrey,NA,25,g,25,25,93,6.1,7.6,0.2,NA,NA,186.5,0.2,134,NA,NA,NA,2305,22.3,48,0.9,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso mozarella,NA,35,g,35,35,105,7.8,7.8,0.8,NA,NA,176.8,0.2,219.5,NA,NA,NA,2306,27.5,60.9,1.3,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso mozzarella rallado,NA,35,taza,35,35,105,7.8,7.8,0.8,NA,NA,176.8,0.2,219.5,NA,NA,NA,2307,27.5,60.9,1.3,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso mozzarella suave,NA,1,rebanada,28,28,89,6,6.9,0.7,NA,NA,163,0.1,116.2,NA,NA,NA,2308,25,53.8,1,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso Muenster,NA,1,rebanada,28,28,103,6.6,8.4,0.3,NA,NA,201,0.1,176,NA,NA,NA,2309,27,83,0,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso neufchatel,NA,35,g,35,35,91,3.5,8.2,1,NA,NA,26.3,0.1,139.7,NA,NA,NA,2310,26.6,101.2,0.1,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso Oaxaca,NA,30,g,30,30,95,7.7,6.6,0.9,NA,NA,140.7,1,0,NA,NA,NA,2311,25.8,0.8,1.1,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso pasteurizado americano,NA,1,rebanada,28,28,105,6.2,8.7,0.4,NA,NA,172.5,0.1,400.4,NA,NA,NA,2312,26.3,69.2,0.9,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso pasteurizado suizo,NA,1.5,rebanada,32,32,105,7.8,7.9,0.7,NA,NA,243.2,0.2,431.6,NA,NA,NA,2313,26.8,60.5,1.1,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso portsalut,NA,1,rebanada,28,28,99,6.7,7.9,0.2,NA,NA,182,0.1,149.5,NA,NA,NA,2314,34.4,87.6,1,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso provolone,NA,1,rebanada,28,28,98,7.2,7.5,0.6,NA,NA,211.7,0.1,245.3,NA,NA,NA,2315,19.3,64.4,1,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso ricotta,NA,0.25,taza,62,62,107,6.9,8,1.9,NA,NA,127.5,0.2,51.6,NA,NA,NA,2316,31.2,72,1,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso romano,NA,23,g,23,23,89,7.3,6.2,0.8,NA,NA,244.7,0.2,276,NA,NA,NA,2317,23.8,20.7,3.3,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso roquefort,NA,25,g,25,25,92,5.4,7.7,0.5,NA,NA,165.5,0.1,452.3,NA,NA,NA,2318,22.5,72.5,0.8,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso suizo,NA,1,rebanada,28,28,106,7.5,7.8,1.5,NA,NA,221.5,0.1,53.8,NA,NA,NA,2319,26,59.9,1.4,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso suizo rallado,NA,6,cucharada,43,43,95,7.4,6.3,2.3,NA,NA,297.2,0,0,NA,NA,NA,2320,32.4,27.7,1.1,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso tipo americano,NA,1.5,rebanada,27,27,101,6,8.5,0.4,NA,NA,149.5,0,402.1,NA,NA,NA,2321,25.1,68.5,0,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso tipo roquefort,NA,25,g,25,25,92,5.4,7.7,0.5,NA,NA,165.5,0.1,452.3,NA,NA,NA,2322,22.5,72.5,0.8,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queso velveta,NA,35,g,35,35,100,6.3,7.5,3.8,NA,NA,187.5,0,525,NA,NA,NA,2323,25,0,0.9,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Retazo,NA,350,g,350,35,104,5.6,8.9,0,NA,NA,2.8,0.6,20.7,NA,NA,NA,2324,25.9,4.2,1.1,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Retazo con hueso,NA,350,g,350,35,104,5.6,8.9,0,NA,NA,2.8,0.6,20.7,NA,NA,NA,2325,25.9,4.2,1.1,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Retazo de pollo,NA,350,g,350,35,104,5.6,8.9,0,NA,NA,2.8,0.6,20.7,NA,NA,NA,2326,25.9,4.2,0.7,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Retazo de res,NA,350,g,350,35,104,5.6,8.9,0,NA,NA,2.8,0.6,20.7,NA,NA,NA,2327,25.9,4.2,1.1,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Retazo de ternera,NA,350,g,350,35,104,5.6,8.9,0,NA,NA,2.8,0.6,20.7,NA,NA,NA,2328,25.9,4.2,0.9,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rib eye,NA,30,g,30,30,82,5.3,6.6,0,NA,NA,3.9,0.6,16.8,NA,NA,NA,2329,20.4,0,0.9,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salami,NA,3,rebanada,27,27,104,6.3,8.1,1,NA,NA,2.2,0.4,542.7,NA,NA,NA,2330,27,0,1.6,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salami de ternera,NA,6,rebanada,42,42,110,6.4,8.8,1.1,NA,NA,3.7,0.9,493,NA,NA,NA,2331,27.4,0,1,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salchicha,NA,0.75,pieza,34,34,114,6.6,9.6,0,NA,NA,4.4,0.5,252.8,NA,NA,NA,2332,28.4,4.1,0,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salchicha ahumada,NA,0.5,pieza,34,34,109,4.1,9.8,0.8,NA,NA,4.1,0.3,309.7,NA,NA,NA,2333,19.7,3.7,0,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salchicha de pollo,NA,0.75,pieza,34,34,100,6.2,8.1,0,NA,NA,3.7,0.4,344.3,NA,NA,NA,2334,23.6,10.5,0.9,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salchicha de puerco,NA,0.75,pieza,34,34,114,6.6,9.6,0,NA,NA,4.4,0.5,252.8,NA,NA,NA,2335,28.4,4.1,0,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salchicha de ternera,NA,0.5,pieza,29,29,90,3.4,8.1,0.5,NA,NA,5.5,0.4,292.5,NA,NA,NA,2336,17.5,0,0.5,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salchicha vienna,NA,3,pieza,48,48,110,5,9.3,1.2,NA,NA,4.8,0.4,465.1,NA,NA,NA,2337,41.8,0,0.9,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salchicha vienna ahumada,NA,1.5,pieza,41,41,93,4.3,7.9,1.1,NA,NA,4.1,0.4,392.4,NA,NA,NA,2338,35.2,0,0.7,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sesos de res cocidos,NA,60,g,60,60,91,7,6.3,0.9,NA,NA,5.4,1.4,64.8,NA,NA,NA,2339,1860,0,1.5,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sesos de res crudos,NA,75,g,75,74,105,8,7.6,0.8,NA,NA,31.6,1.9,92.6,NA,NA,NA,2340,2212.4,0,1.7,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sesos de res fritos,NA,55,g,55,55,108,6.9,8.7,0,NA,NA,5,1.2,86.9,NA,NA,NA,2341,1097.3,0,1.3,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T-bone con grasa cocido,NA,35,g,35,32,96,7.4,7.2,0,NA,NA,2.2,1,21.1,NA,NA,NA,2342,20.5,0,0.9,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tofu frito,NA,40,g,40,40,108,6.8,8,4.3,NA,NA,0,0,0,NA,NA,NA,2343,0,0,0,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tripas de res,NA,55,g,55,50,109,5.6,9.5,0,NA,NA,5.9,0.9,22.8,NA,NA,NA,2344,74.3,26.2,0,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ubre,NA,45,g,45,45,105,6.9,8.4,0,NA,NA,31.5,1.2,0,NA,NA,NA,2345,0,0,0,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Velveta,NA,35,g,35,35,100,6.3,7.5,3.8,NA,NA,187.5,0,525,NA,NA,NA,2346,25,0,0,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yema,NA,2,pieza,34,34,108,5.4,9,1.2,NA,NA,43.9,0.9,16.3,NA,NA,NA,2347,419.6,126.1,3,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yema de huevo,NA,2,pieza,34,34,108,5.4,9,1.2,NA,NA,43.9,0.9,16.3,NA,NA,NA,2348,419.6,126.1,3,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yema de huevo en polvo,NA,3,cucharada,15,15,103,5.3,8.6,0.6,NA,NA,43.9,0.8,20.9,NA,NA,NA,2349,360.8,203.2,4.6,alto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALF fresa con Lactobacillus casei Shirota,NA,1.5,envase,159,159,96,6.4,0.3,17.1,NA,NA,223.5,NA,81,NA,NA,NA,3001,NA,NA,NA,NA,NA,descremada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALF mango con Lactobacillus casei Shirota,NA,1.5,envase,159,159,96,6.4,0.3,16.9,NA,NA,223.5,NA,81,NA,NA,NA,3002,NA,NA,NA,NA,NA,descremada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALF manzana con Lactobacillus casei Shirota,NA,1.5,envase,159,159,90,6.4,0.3,15.4,NA,NA,222,NA,82.5,NA,NA,NA,3003,NA,NA,NA,NA,NA,descremada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bebida de soya (Leche de soya),NA,1,taza,240,240,79,6.6,4.6,4.3,NA,NA,10,NA,29,NA,NA,NA,3004,0,7,NA,NA,NA,descremada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danonino Queso Tipo Petit Suisse,NA,2,piezas,90,90,97,5.2,2.8,12.8,NA,NA,216,NA,30.2,NA,NA,NA,3005,NA,NA,NA,NA,NA,descremada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leche Alpura Light Extra,NA,1,taza,240,240,103,8,2.4,14,NA,NA,336,NA,134.4,NA,NA,NA,3006,NA,144,NA,NA,NA,descremada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leche descremada,NA,1,taza,245,245,86,8.4,0.4,11.9,NA,NA,302,NA,126,NA,NA,NA,3007,4,149,NA,NA,NA,descremada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leche descremada con chocolate,NA,1,taza,240,240,77,5.8,1,12.5,NA,NA,297.6,NA,115.2,NA,NA,NA,3008,NA,NA,NA,NA,NA,descremada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leche descremada en polvo,NA,4,cucharada,30,30,109,10.8,0.2,15.6,NA,NA,377,NA,161,NA,NA,NA,3009,6,2,NA,NA,NA,descremada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leche descremada en polvo reducida en Ca,NA,4,cucharada,30,30,107,10.8,0.1,15.8,NA,NA,84.5,NA,692.1,NA,NA,NA,3010,1.1,1.1,NA,NA,NA,descremada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leche en polvo descremada,NA,4,cucharada,30,30,109,10.8,0.2,15.6,NA,NA,377,NA,161,NA,NA,NA,3011,6,2,NA,NA,NA,descremada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leche evaporada descremada,NA,0.5,taza,120,120,94,9,0.4,13.5,NA,NA,348.8,NA,138.8,NA,NA,NA,3012,3.8,138.8,NA,NA,NA,descremada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
